order_id,product_id,product_name,category,supplier,customer_id,region,channel,price,order_date,delivery_days,is_returned,return_reason,return_date
ORD10036,PRD5036,Boat Footwear Product,Footwear,Boat,CUST2481,East India,Website,226.51,03-11-2024,3,1,Defective item,08-11-2024
ORD10037,PRD5037,Lakme Books Product,Books,Lakme,CUST7723,South India,Website,3592.92,27-02-2024,7,0,,
ORD10038,PRD5038,Samsung Home & Kitchen Product,Home & Kitchen,Samsung,CUST9881,West India,Retail Store,3902.1,22-03-2024,4,0,,
ORD10039,PRD5039,Nike Footwear Product,Footwear,Nike,CUST5202,West India,Mobile App,1920.64,08-05-2024,10,0,,
ORD10040,PRD5040,Philips Apparel Product,Apparel,Philips,CUST9173,South India,Retail Store,4342.9,13-03-2024,6,0,,
ORD10041,PRD5041,Samsung Books Product,Books,Samsung,CUST1496,North India,Website,1788.31,21-03-2024,4,0,,
ORD10042,PRD5042,Philips Footwear Product,Footwear,Philips,CUST5527,North India,Mobile App,1692.72,26-08-2024,4,0,,
ORD10043,PRD5043,Boat Beauty Product,Beauty,Boat,CUST4024,West India,Website,3702.11,27-09-2024,4,0,,
ORD10044,PRD5044,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST1150,East India,Mobile App,4458.62,09-09-2024,3,0,,
ORD10045,PRD5045,Nike Beauty Product,Beauty,Nike,CUST3958,West India,Mobile App,774.05,07-09-2024,2,0,,
ORD10046,PRD5046,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST7366,East India,Website,3851.77,25-02-2024,4,0,,
ORD10047,PRD5047,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST9925,North India,Retail Store,3900.64,05-03-2024,7,0,,
ORD10048,PRD5048,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST2640,East India,Mobile App,2709.12,23-02-2024,3,0,,
ORD10049,PRD5049,Boat Electronics Product,Electronics,Boat,CUST6784,North India,Mobile App,322.01,23-03-2024,6,0,,
ORD10050,PRD5050,Lakme Books Product,Books,Lakme,CUST9145,South India,Mobile App,350.86,28-01-2024,10,0,,
ORD10051,PRD5051,Boat Books Product,Books,Boat,CUST6425,East India,Mobile App,1708.91,06-04-2024,9,0,,
ORD10052,PRD5052,Philips Books Product,Books,Philips,CUST4776,East India,Mobile App,4556.32,13-01-2024,9,0,,
ORD10053,PRD5053,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST4348,South India,Website,2169.84,06-04-2024,9,0,,
ORD10054,PRD5054,Samsung Footwear Product,Footwear,Samsung,CUST9747,West India,Retail Store,1298.23,01-10-2024,5,0,,
ORD10055,PRD5055,Samsung Electronics Product,Electronics,Samsung,CUST5005,West India,Website,1590.81,25-11-2024,8,0,,
ORD10056,PRD5056,Nike Apparel Product,Apparel,Nike,CUST6349,North India,Retail Store,4662.55,01-02-2024,4,1,Other,08-02-2024
ORD10057,PRD5057,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST4677,West India,Mobile App,3240.34,14-05-2024,9,1,Size mismatch,26-05-2024
ORD10058,PRD5058,Boat Beauty Product,Beauty,Boat,CUST8486,East India,Website,4057.63,26-05-2024,5,0,,
ORD10059,PRD5059,Lakme Apparel Product,Apparel,Lakme,CUST5729,East India,Mobile App,4484.28,03-03-2024,4,0,,
ORD10060,PRD5060,Nike Beauty Product,Beauty,Nike,CUST7612,North India,Website,4075.71,20-09-2024,9,1,Other,05-10-2024
ORD10061,PRD5061,Nike Footwear Product,Footwear,Nike,CUST7482,East India,Mobile App,1726.42,04-04-2024,7,0,,
ORD10062,PRD5062,Nike Books Product,Books,Nike,CUST1276,North India,Retail Store,1294.09,02-04-2024,8,0,,
ORD10063,PRD5063,Boat Electronics Product,Electronics,Boat,CUST6748,North India,Website,4126.47,15-09-2024,5,1,Size mismatch,27-09-2024
ORD10064,PRD5064,Philips Apparel Product,Apparel,Philips,CUST4323,East India,Website,233.37,27-12-2024,3,0,,
ORD10065,PRD5065,AmazonBasics Electronics Product,Electronics,AmazonBasics,CUST5203,North India,Website,2203.57,23-02-2024,3,0,,
ORD10066,PRD5066,Nike Books Product,Books,Nike,CUST6782,North India,Website,775.35,01-06-2024,5,0,,
ORD10067,PRD5067,Boat Books Product,Books,Boat,CUST6841,South India,Mobile App,4725.97,09-03-2024,8,0,,
ORD10068,PRD5068,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST1446,East India,Mobile App,2690.19,13-09-2024,5,0,,
ORD10069,PRD5069,Samsung Home & Kitchen Product,Home & Kitchen,Samsung,CUST7615,East India,Mobile App,1945.42,24-11-2024,4,1,Late delivery,01-12-2024
ORD10070,PRD5070,Lakme Electronics Product,Electronics,Lakme,CUST3644,North India,Retail Store,4819.75,11-05-2024,4,0,,
ORD10071,PRD5071,Samsung Books Product,Books,Samsung,CUST7059,South India,Website,2586.79,13-09-2024,10,0,,
ORD10072,PRD5072,Lakme Beauty Product,Beauty,Lakme,CUST9765,West India,Retail Store,1567.23,04-06-2024,10,0,,
ORD10073,PRD5073,Samsung Home & Kitchen Product,Home & Kitchen,Samsung,CUST9964,North India,Mobile App,3125.91,24-03-2024,4,0,,
ORD10074,PRD5074,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST8852,East India,Mobile App,447.1,11-08-2024,7,0,,
ORD10075,PRD5075,Philips Footwear Product,Footwear,Philips,CUST5115,West India,Retail Store,4559.68,25-11-2024,5,0,,
ORD10076,PRD5076,Nike Electronics Product,Electronics,Nike,CUST2087,West India,Mobile App,895.5,10-04-2024,2,0,,
ORD10077,PRD5077,Lakme Beauty Product,Beauty,Lakme,CUST6288,East India,Mobile App,4931.12,18-02-2024,10,0,,
ORD10078,PRD5078,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST7588,West India,Retail Store,3426.25,02-01-2024,9,0,,
ORD10079,PRD5079,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST2529,East India,Retail Store,1340.66,17-08-2024,2,0,,
ORD10080,PRD5080,Samsung Footwear Product,Footwear,Samsung,CUST1810,North India,Website,1965.36,01-12-2024,8,0,,
ORD10081,PRD5081,Nike Beauty Product,Beauty,Nike,CUST8479,West India,Retail Store,3240.94,18-12-2024,6,0,,
ORD10082,PRD5082,Lakme Beauty Product,Beauty,Lakme,CUST4285,South India,Mobile App,633.39,09-02-2024,2,1,Wrong item sent,12-02-2024
ORD10083,PRD5083,Lakme Books Product,Books,Lakme,CUST9834,East India,Retail Store,1739.74,20-09-2024,10,0,,
ORD10084,PRD5084,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST2631,South India,Retail Store,395.72,08-12-2024,4,0,,
ORD10085,PRD5085,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST2368,North India,Retail Store,3452.31,21-07-2024,2,0,,
ORD10086,PRD5086,Samsung Electronics Product,Electronics,Samsung,CUST6052,North India,Mobile App,2658.05,24-07-2024,6,0,,
ORD10087,PRD5087,Philips Books Product,Books,Philips,CUST4435,East India,Website,3296.83,09-09-2024,10,0,,
ORD10088,PRD5088,Philips Beauty Product,Beauty,Philips,CUST4626,South India,Mobile App,3516.5,15-10-2024,4,0,,
ORD10089,PRD5089,Samsung Footwear Product,Footwear,Samsung,CUST1274,South India,Mobile App,4696.3,12-06-2024,9,0,,
ORD10090,PRD5090,Boat Apparel Product,Apparel,Boat,CUST2627,South India,Retail Store,1837.12,13-08-2024,9,0,,
ORD10091,PRD5091,Lakme Footwear Product,Footwear,Lakme,CUST5298,North India,Retail Store,4638.53,23-08-2024,10,1,Changed mind,12-09-2024
ORD10092,PRD5092,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST4055,West India,Retail Store,1438.12,19-06-2024,7,0,,
ORD10093,PRD5093,AmazonBasics Footwear Product,Footwear,AmazonBasics,CUST6104,North India,Website,4122.67,03-08-2024,2,0,,
ORD10094,PRD5094,Nike Beauty Product,Beauty,Nike,CUST7329,East India,Retail Store,2742.32,24-07-2024,6,0,,
ORD10095,PRD5095,Nike Books Product,Books,Nike,CUST7299,West India,Mobile App,646.89,28-06-2024,10,1,Defective item,17-07-2024
ORD10096,PRD5096,Boat Footwear Product,Footwear,Boat,CUST3133,West India,Website,4522.01,07-08-2024,4,0,,
ORD10097,PRD5097,Samsung Footwear Product,Footwear,Samsung,CUST6704,North India,Mobile App,1827.34,06-10-2024,7,0,,
ORD10098,PRD5098,Samsung Beauty Product,Beauty,Samsung,CUST8487,East India,Website,3684.59,11-07-2024,6,1,Size mismatch,20-07-2024
ORD10099,PRD5099,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST8098,North India,Mobile App,4458.01,03-08-2024,3,0,,
ORD10100,PRD5100,Nike Footwear Product,Footwear,Nike,CUST2053,North India,Retail Store,3281.75,20-06-2024,6,0,,
ORD10101,PRD5101,Nike Beauty Product,Beauty,Nike,CUST7488,East India,Retail Store,975.82,22-06-2024,10,1,Wrong item sent,05-07-2024
ORD10102,PRD5102,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST9253,South India,Retail Store,3110.86,14-04-2024,2,0,,
ORD10103,PRD5103,Lakme Footwear Product,Footwear,Lakme,CUST7852,South India,Website,687.06,14-06-2024,5,0,,
ORD10104,PRD5104,Samsung Home & Kitchen Product,Home & Kitchen,Samsung,CUST9163,East India,Website,224.3,11-09-2024,9,0,,
ORD10105,PRD5105,Samsung Beauty Product,Beauty,Samsung,CUST6180,South India,Retail Store,2833.92,03-08-2024,5,0,,
ORD10106,PRD5106,Nike Books Product,Books,Nike,CUST4355,West India,Retail Store,3329.41,01-11-2024,3,0,,
ORD10107,PRD5107,Nike Beauty Product,Beauty,Nike,CUST3079,East India,Mobile App,3618.46,07-09-2024,3,0,,
ORD10108,PRD5108,Nike Books Product,Books,Nike,CUST4733,West India,Website,1761.92,24-09-2024,10,0,,
ORD10109,PRD5109,Samsung Footwear Product,Footwear,Samsung,CUST7735,West India,Retail Store,3318.24,06-10-2024,6,1,Defective item,17-10-2024
ORD10110,PRD5110,Boat Beauty Product,Beauty,Boat,CUST2495,North India,Retail Store,3356.54,19-01-2024,3,0,,
ORD10111,PRD5111,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST6966,North India,Retail Store,649.64,20-01-2024,4,0,,
ORD10112,PRD5112,Samsung Footwear Product,Footwear,Samsung,CUST6623,South India,Mobile App,1472.97,21-09-2024,10,0,,
ORD10113,PRD5113,Lakme Beauty Product,Beauty,Lakme,CUST2471,West India,Retail Store,4870.45,08-07-2024,6,0,,
ORD10114,PRD5114,Boat Beauty Product,Beauty,Boat,CUST2338,North India,Website,4481.82,10-06-2024,8,0,,
ORD10115,PRD5115,Lakme Beauty Product,Beauty,Lakme,CUST4913,South India,Mobile App,4015.09,27-07-2024,3,0,,
ORD10116,PRD5116,Nike Books Product,Books,Nike,CUST7046,North India,Mobile App,2969.14,10-08-2024,9,0,,
ORD10117,PRD5117,Lakme Home & Kitchen Product,Home & Kitchen,Lakme,CUST7948,North India,Website,1137.17,11-12-2024,5,0,,
ORD10118,PRD5118,Lakme Apparel Product,Apparel,Lakme,CUST4738,East India,Website,1547.71,27-03-2024,7,0,,
ORD10119,PRD5119,Boat Electronics Product,Electronics,Boat,CUST7530,North India,Website,3298.27,07-04-2024,4,0,,
ORD10120,PRD5120,Nike Footwear Product,Footwear,Nike,CUST7350,North India,Retail Store,4714.2,18-11-2024,5,1,Late delivery,26-11-2024
ORD10121,PRD5121,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST8837,North India,Retail Store,4591.35,26-10-2024,3,0,,
ORD10122,PRD5122,Boat Beauty Product,Beauty,Boat,CUST2825,West India,Retail Store,274.19,23-05-2024,10,1,Other,03-06-2024
ORD10123,PRD5123,Lakme Electronics Product,Electronics,Lakme,CUST3035,South India,Retail Store,2255.28,18-05-2024,2,1,Changed mind,23-05-2024
ORD10124,PRD5124,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST6000,South India,Mobile App,4825.38,17-05-2024,8,1,Size mismatch,01-06-2024
ORD10125,PRD5125,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST1061,North India,Mobile App,1613.35,05-03-2024,2,0,,
ORD10126,PRD5126,Lakme Apparel Product,Apparel,Lakme,CUST5605,South India,Website,4285.46,28-07-2024,10,0,,
ORD10127,PRD5127,Philips Books Product,Books,Philips,CUST3474,North India,Website,1013.57,17-06-2024,5,0,,
ORD10128,PRD5128,AmazonBasics Footwear Product,Footwear,AmazonBasics,CUST9904,South India,Website,4693.54,24-08-2024,8,0,,
ORD10129,PRD5129,Lakme Footwear Product,Footwear,Lakme,CUST8950,East India,Website,2936.29,07-11-2024,4,0,,
ORD10130,PRD5130,Samsung Books Product,Books,Samsung,CUST2907,North India,Retail Store,3152.03,23-01-2024,6,1,Size mismatch,07-02-2024
ORD10131,PRD5131,AmazonBasics Books Product,Books,AmazonBasics,CUST5213,South India,Retail Store,872.4,13-04-2024,4,0,,
ORD10132,PRD5132,Samsung Books Product,Books,Samsung,CUST9018,North India,Retail Store,4411.39,28-05-2024,6,0,,
ORD10133,PRD5133,Samsung Apparel Product,Apparel,Samsung,CUST7023,West India,Mobile App,3545.68,27-11-2024,4,0,,
ORD10134,PRD5134,Philips Beauty Product,Beauty,Philips,CUST7365,South India,Mobile App,1925.56,03-10-2024,6,0,,
ORD10135,PRD5135,Samsung Home & Kitchen Product,Home & Kitchen,Samsung,CUST2990,North India,Retail Store,4084.93,25-02-2024,10,1,Defective item,08-03-2024
ORD10136,PRD5136,Nike Apparel Product,Apparel,Nike,CUST8565,South India,Retail Store,4361.95,05-09-2024,10,1,Other,19-09-2024
ORD10137,PRD5137,Boat Beauty Product,Beauty,Boat,CUST3793,West India,Website,2654.44,26-06-2024,5,0,,
ORD10138,PRD5138,Nike Books Product,Books,Nike,CUST1155,South India,Mobile App,4031.82,03-05-2024,10,0,,
ORD10139,PRD5139,Philips Beauty Product,Beauty,Philips,CUST2530,East India,Mobile App,3569.44,09-10-2024,3,0,,
ORD10140,PRD5140,AmazonBasics Apparel Product,Apparel,AmazonBasics,CUST2933,North India,Retail Store,4472.03,10-10-2024,8,0,,
ORD10141,PRD5141,Samsung Beauty Product,Beauty,Samsung,CUST8795,West India,Website,2002.8,16-06-2024,4,0,,
ORD10142,PRD5142,Philips Footwear Product,Footwear,Philips,CUST2705,South India,Mobile App,2975.74,11-07-2024,6,0,,
ORD10143,PRD5143,Philips Beauty Product,Beauty,Philips,CUST4007,West India,Retail Store,2434.87,06-11-2024,4,0,,
ORD10144,PRD5144,Philips Footwear Product,Footwear,Philips,CUST8093,East India,Mobile App,1575.4,19-09-2024,10,0,,
ORD10145,PRD5145,Lakme Apparel Product,Apparel,Lakme,CUST7878,West India,Mobile App,346.4,04-05-2024,9,0,,
ORD10146,PRD5146,AmazonBasics Electronics Product,Electronics,AmazonBasics,CUST2778,North India,Website,4148.48,15-02-2024,4,0,,
ORD10147,PRD5147,AmazonBasics Electronics Product,Electronics,AmazonBasics,CUST3980,East India,Website,809.89,01-11-2024,10,0,,
ORD10148,PRD5148,Philips Apparel Product,Apparel,Philips,CUST7680,North India,Website,3895.97,16-12-2024,6,0,,
ORD10149,PRD5149,Nike Footwear Product,Footwear,Nike,CUST1262,West India,Website,3189.87,15-03-2024,9,0,,
ORD10150,PRD5150,Samsung Books Product,Books,Samsung,CUST7234,South India,Retail Store,448.07,10-12-2024,7,0,,
ORD10151,PRD5151,Boat Apparel Product,Apparel,Boat,CUST4795,South India,Mobile App,2795.05,01-04-2024,5,0,,
ORD10152,PRD5152,Philips Home & Kitchen Product,Home & Kitchen,Philips,CUST5578,South India,Retail Store,3685.24,06-01-2024,6,1,Late delivery,14-01-2024
ORD10153,PRD5153,Samsung Footwear Product,Footwear,Samsung,CUST4797,East India,Mobile App,2678.24,07-09-2024,5,0,,
ORD10154,PRD5154,Philips Beauty Product,Beauty,Philips,CUST9294,South India,Mobile App,4016.89,14-01-2024,6,0,,
ORD10155,PRD5155,AmazonBasics Beauty Product,Beauty,AmazonBasics,CUST9809,North India,Mobile App,2307.06,09-03-2024,3,0,,
ORD10156,PRD5156,Lakme Apparel Product,Apparel,Lakme,CUST4284,East India,Mobile App,321.68,19-07-2024,5,1,Size mismatch,29-07-2024
ORD10157,PRD5157,Philips Electronics Product,Electronics,Philips,CUST2836,South India,Website,4212.7,16-01-2024,8,0,,
ORD10158,PRD5158,AmazonBasics Footwear Product,Footwear,AmazonBasics,CUST9262,South India,Retail Store,2162.97,03-04-2024,3,0,,
ORD10159,PRD5159,Lakme Beauty Product,Beauty,Lakme,CUST3280,South India,Retail Store,950.9,27-07-2024,9,0,,
ORD10160,PRD5160,Boat Apparel Product,Apparel,Boat,CUST6920,West India,Website,2836.29,06-12-2024,5,0,,
ORD10161,PRD5161,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST3250,East India,Retail Store,3368.95,25-08-2024,4,0,,
ORD10162,PRD5162,Philips Apparel Product,Apparel,Philips,CUST5183,South India,Retail Store,4783.35,17-07-2024,10,0,,
ORD10163,PRD5163,Lakme Apparel Product,Apparel,Lakme,CUST7562,West India,Website,2860.9,06-10-2024,5,0,,
ORD10164,PRD5164,Nike Footwear Product,Footwear,Nike,CUST6148,South India,Website,2214.08,25-05-2024,9,0,,
ORD10165,PRD5165,Philips Books Product,Books,Philips,CUST7526,South India,Website,1908.67,17-01-2024,7,0,,
ORD10166,PRD5166,AmazonBasics Books Product,Books,AmazonBasics,CUST4551,East India,Website,269.09,26-01-2024,7,0,,
ORD10167,PRD5167,Boat Books Product,Books,Boat,CUST2085,West India,Retail Store,420.81,07-09-2024,3,0,,
ORD10168,PRD5168,Nike Footwear Product,Footwear,Nike,CUST6377,North India,Mobile App,4306.21,21-10-2024,3,0,,
ORD10169,PRD5169,Philips Electronics Product,Electronics,Philips,CUST8840,North India,Mobile App,2476.03,02-02-2024,3,0,,
ORD10170,PRD5170,Boat Apparel Product,Apparel,Boat,CUST2393,West India,Retail Store,2559.76,20-01-2024,2,0,,
ORD10171,PRD5171,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST7368,West India,Website,1031.37,14-12-2024,5,0,,
ORD10172,PRD5172,Nike Electronics Product,Electronics,Nike,CUST3517,South India,Website,2112.82,11-04-2024,9,0,,
ORD10173,PRD5173,Lakme Electronics Product,Electronics,Lakme,CUST8599,East India,Retail Store,3248.45,11-09-2024,9,0,,
ORD10174,PRD5174,Lakme Books Product,Books,Lakme,CUST9530,West India,Website,1998.14,25-10-2024,4,0,,
ORD10175,PRD5175,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST1648,North India,Website,2615.05,19-11-2024,10,1,Late delivery,03-12-2024
ORD10176,PRD5176,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST8788,East India,Website,3361.73,24-11-2024,9,0,,
ORD10177,PRD5177,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST9243,South India,Retail Store,538.73,22-02-2024,8,0,,
ORD10178,PRD5178,Samsung Apparel Product,Apparel,Samsung,CUST7878,West India,Website,327.25,12-02-2024,2,0,,
ORD10179,PRD5179,Nike Books Product,Books,Nike,CUST5756,North India,Mobile App,4713.11,15-07-2024,5,0,,
ORD10180,PRD5180,Boat Apparel Product,Apparel,Boat,CUST8358,South India,Mobile App,2063.22,10-08-2024,3,0,,
ORD10181,PRD5181,Nike Footwear Product,Footwear,Nike,CUST4224,South India,Website,2399.61,26-07-2024,2,0,,
ORD10182,PRD5182,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST9597,East India,Retail Store,4719.03,03-04-2024,10,0,,
ORD10183,PRD5183,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST8184,North India,Website,4813.71,01-09-2024,4,1,Late delivery,09-09-2024
ORD10184,PRD5184,Philips Beauty Product,Beauty,Philips,CUST8064,East India,Website,1139.8,06-05-2024,5,0,,
ORD10185,PRD5185,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST1418,West India,Website,683.73,27-09-2024,7,0,,
ORD10186,PRD5186,Nike Electronics Product,Electronics,Nike,CUST2895,South India,Mobile App,653.33,16-10-2024,9,0,,
ORD10187,PRD5187,AmazonBasics Books Product,Books,AmazonBasics,CUST5177,East India,Retail Store,541.71,11-06-2024,10,0,,
ORD10188,PRD5188,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST5949,North India,Website,4255.4,09-10-2024,4,0,,
ORD10189,PRD5189,Nike Apparel Product,Apparel,Nike,CUST1458,East India,Mobile App,4109.45,28-11-2024,6,0,,
ORD10190,PRD5190,Nike Home & Kitchen Product,Home & Kitchen,Nike,CUST2833,North India,Website,767.19,15-03-2024,5,0,,
ORD10191,PRD5191,Philips Electronics Product,Electronics,Philips,CUST6599,North India,Retail Store,3218.93,19-05-2024,8,1,Wrong item sent,05-06-2024
ORD10192,PRD5192,Samsung Books Product,Books,Samsung,CUST8018,South India,Website,3728.34,18-11-2024,7,1,Defective item,30-11-2024
ORD10193,PRD5193,AmazonBasics Home & Kitchen Product,Home & Kitchen,AmazonBasics,CUST4614,West India,Retail Store,1553.77,12-02-2024,5,0,,
ORD10194,PRD5194,Philips Books Product,Books,Philips,CUST2668,South India,Website,3802.95,02-08-2024,10,1,Changed mind,21-08-2024
ORD10195,PRD5195,Nike Footwear Product,Footwear,Nike,CUST3884,South India,Retail Store,4954.42,01-11-2024,8,0,,
ORD10196,PRD5196,Boat Home & Kitchen Product,Home & Kitchen,Boat,CUST6791,West India,Mobile App,1985.69,05-07-2024,2,0,,
ORD10197,PRD5197,Boat Apparel Product,Apparel,Boat,CUST2956,North India,Retail Store,1835.86,04-07-2024,2,1,Other,08-07-2024
ORD10198,PRD5198,Samsung Beauty Product,Beauty,Samsung,CUST6294,East India,Retail Store,4320.38,02-06-2024,5,0,,
ORD10199,PRD5199,Lakme Beauty Product,Beauty,Lakme,CUST7036,South India,Retail Store,3804.18,26-10-2024,6,0,,
ORD10200,PRD5200,Samsung Apparel Product,Apparel,Samsung,CUST1437,South India,Retail Store,694.99,26-04-2024,9,1,Changed mind,09-05-2024
ORD10201,PRD5201,AmazonBasics Footwear Product,Footwear,AmazonBasics,CUST9879,North India,Retail Store,2625.21,13-12-2024,10,1,Wrong item sent,24-12-2024
ORD10202,PRD5202,Boat Footwear Product,Footwear,Boat,CUST1646,East India,Retail Store,1736.24,22-10-2024,7,1,Late delivery,06-11-2024
ORD10203,PRD5203,Lakme Apparel Product,Apparel,Lakme,CUST8990,East India,Retail Store,2068.17,19-10-2024,2,0,,
ORD10204,PRD5204,Lakme Apparel Product,Apparel,Lakme,CUST1526,West India,Website,4545.83,28-05-2024,3,0,,
ORD10205,PRD5205,Lakme Electronics Product,Electronics,Lakme,CUST2546,East India,Mobile App,1732.71,02-05-2024,6,1,Size mismatch,17-05-2024
